page,file,bytes,sha256,width_px,height_px,ink_left_px,ink_top_px,ink_right_px,ink_bottom_px,outer_5px_ink
49,page-049.png,231250,143c41743f5f373ce4d3eb87ef4c961633f5d3db133ad831c1555921e2ad355b,935,1210,110,74,109,328,0
50,page-050.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
51,page-051.png,269311,0ab0aa1f6a95f2df33e86e19bc5bd7cc271284777efcbb146511314c7ba1f739,935,1210,109,175,109,60,0
52,page-052.png,259865,bfb8e8e0c33b625ac43571d430f4304766265d3a1bb9b7cbde9fbbe9e2344666,935,1210,109,74,110,83,0
53,page-053.png,257716,773f410aba3bdd871cafa8f9247a78dd18cfed7ad086db3ff713ad305760db94,935,1210,109,74,109,84,0
54,page-054.png,286922,be7f8d85d923f44dfe7519cc93301beeff136050c80e9693efb3b19b6dfeedcd,935,1210,110,74,109,87,0
55,page-055.png,243037,06e7850d3b54fa3ca8f1b578412521fd23f3d2f58bec196ab8e5aa9d8ac0861d,935,1210,110,74,109,83,0
56,page-056.png,281334,6de3ce95145ca5a2116ba6d1976ec7c3135c6c189332477f416b3491136c3b56,935,1210,109,74,109,84,0
57,page-057.png,272181,562598f39fe0e29dbddaa937243c07f3a23af416db9da45a79d340294cc90c38,935,1210,110,74,109,81,0
58,page-058.png,308109,8c6acc47a624e343055f6e00c3782b843448c2bf04663820155c7040f3359854,935,1210,110,74,109,84,0
59,page-059.png,296143,31412a012f949bb79ea2f768d3cfa03035e8d10691a712a4ddc9b8117f814662,935,1210,109,72,109,84,0
60,page-060.png,284476,94911b5a8df73b45207126c1ca9be78542ae0f4cea418419b343dd05734a4bc1,935,1210,109,74,109,84,0
61,page-061.png,307409,0b8b7dbdeabe3810a43ecec1075b60768f72a47b2dffa3c6956ace75613c53ce,935,1210,109,74,110,84,0
62,page-062.png,234112,a792079300bc1b9b222d31cc2b1e05160bd8759581ffb579510c5d5df07887d3,935,1210,110,74,109,84,0
63,page-063.png,240706,720d8a611a030f9da59a8a77b30dc40e18b3ff57d1d5fe6dc44877f85c26764f,935,1210,110,74,110,84,0
64,page-064.png,237552,72326444a0548bf9df48fa74d45dced0ac7290f866670eacdbe51114f1288bc4,935,1210,110,74,110,84,0
65,page-065.png,240702,ac27e2848bb690cb5cdbe3961a2d8092316c9b4da966ff2252dd6cdf377df29b,935,1210,110,74,110,84,0
66,page-066.png,247694,bc0cd54f834c50677df0984ac572ec3dc883cc80ed7842242228c5960ba6e261,935,1210,110,74,109,184,0
67,page-067.png,255725,bee21b742fad27ccd2011951edfbbf13fbe0b9919ef19f146977a02b028d9e0a,935,1210,109,175,109,60,0
68,page-068.png,287468,337381965fd5e5a5a47c0ad0bb681cd7295ef135090e5a459e7fc6995e845999,935,1210,110,74,109,84,0
69,page-069.png,262210,c1096f45f01d943c914de0b2907b95194ac8fb23120da7a3ffee17fa49caea19,935,1210,110,74,109,84,0
70,page-070.png,312233,a63c621f2c523877528ae36312622ff857631908ebf07b69e3b660c2683d6953,935,1210,110,74,110,83,0
71,page-071.png,241098,30a9cf5ebaacea262d77dec4c6c4b34f567a676cd97fcc0385705622ff00e003,935,1210,110,74,109,84,0
72,page-072.png,269134,3f1cb2f69b9ad24d93fb9cccb34ed94f21efeb51c57cc739b78e866c28df9260,935,1210,110,74,107,85,0
73,page-073.png,306180,052883e8a9fce32e83487a96fbdf8931e324e0a1425d1266d0ead4cc5c7ba760,935,1210,110,74,109,84,0
74,page-074.png,281172,64fc7b323048c01fde52ea85222222810b878639d8aae1443f0a2f6ebb1a18d7,935,1210,110,74,109,84,0
75,page-075.png,285840,82b0f11457bb3f4d2f348c2a9e7735319d6e413ac35d7770dd8c3fe571578493,935,1210,109,74,109,84,0
76,page-076.png,269733,b64cab03c4e172e854df1d9591d0d038bacecb181359345292c9f4f0baee6ee5,935,1210,109,74,109,84,0
77,page-077.png,275663,3a738e469cb645489b40d0ed59f8de489a1e51a2ce489096e8349edded2fc878,935,1210,109,74,109,84,0
78,page-078.png,259760,150146d975ff49fe3563a402387aaa43bc499881a1c91698e78c0b0c571ccb2f,935,1210,110,74,109,83,0
79,page-079.png,186418,e223644bf9ccb889d83cb73699177c882ee86cd9bed04ef766e049fc896ad95c,935,1210,110,74,109,602,0
80,page-080.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
81,page-081.png,236624,dd81f7701a2a1ae8fbd7a843955c120183aec3f0478a6701c07e107bbc9c7bea,935,1210,109,175,110,60,0
82,page-082.png,283632,e135b15b2c8aeb3db97dfb511d8ace4f71958f9e3222bba3bc1c98c63ad3af7a,935,1210,110,74,109,84,0
83,page-083.png,282753,7f2ae86aa7f16fe7a5085bf49d5b6cf193e21b1cb6f6bb6b8f8d023f0e851434,935,1210,110,74,109,84,0
84,page-084.png,305770,d4de386fa9ca901ccd1d7ad345f6dd76fffb2ec5e09f0b162128fb5e1bdfcd88,935,1210,110,74,109,84,0
85,page-085.png,346322,1c01eece14d9e76971ddebf78f623ba55c636700a4183a68c32123ff2c3357e1,935,1210,109,74,110,84,0
86,page-086.png,343458,1972741a9ac8c05b0463928262d2301baa45a9c6c46cc0b4999311c0a4f04895,935,1210,110,74,109,84,0
87,page-087.png,305404,0661d51fe1a9683a8e9944ec19d682e25815c452663f8fdd8f5ddede4beb8ecf,935,1210,109,74,109,84,0
88,page-088.png,295068,8af6d46c9027e106ddd8291cfcb59c0e8d382d041a5b346b1622cf47cb49044e,935,1210,110,74,109,83,0
89,page-089.png,281488,42d0cb3157887f797ba4ac54d11754e2d3bbe2fc717423f6dd37f8f3258b3749,935,1210,110,74,109,84,0
90,page-090.png,270684,7ac843f3bf170ce712768b38e3570cd0a5d1b438344c4fe8bf2e6f68f9b50ca0,935,1210,110,74,109,84,0
91,page-091.png,214399,059cda077c4205e1687454155a57a30ea4742c9cf9722eab6b0fdec4bf9b6155,935,1210,109,74,109,84,0
92,page-092.png,187019,9ad160c6f1792a77e5daaaeff11739a10d018ec4d07b4e4b1670e8e0106da987,935,1210,110,74,110,84,0
93,page-093.png,352408,ae2de12d186eea08c0d0816f6cf6b6e6d5d42edb9525096ee883e263308165ae,935,1210,110,74,110,81,0
94,page-094.png,274259,78cd10d7fda28f46a8b990c9d1d8e1fbd8ab73bf9c8d398fca4d95ee41ccca94,935,1210,110,74,109,87,0
95,page-095.png,302245,9e0c16ef6a9d41f54087ddc61735a5195ee7c2a367e752267f7a15e679e2279c,935,1210,110,74,109,84,0
96,page-096.png,232855,53698652d37cd0dd4401adbd62d5fa292a673e0d8efd8bd09ac5c431f3560a5c,935,1210,109,74,109,83,0
97,page-097.png,257363,02aa6f76ec17c89e9934a0e37acca326bf5a025cebfc828a4b1814875c4baec3,935,1210,109,74,110,84,0
98,page-098.png,310457,42b3a7e2337ee2a962df1cd796ec4b09ba79a4b85bd91080884b010427db2367,935,1210,110,74,109,83,0
99,page-099.png,320951,5833ee61f4b35b6d8788d1229b6652893be163ae83eb763cc8d507885946ce88,935,1210,109,74,109,87,0
100,page-100.png,305488,0943c3dc9d891c4f0531ad3656c8fb6974859004e04d8544dd10719d5d6fb0f7,935,1210,110,74,109,84,0
101,page-101.png,29902,67d2026791734f68824546e71bdc49b50305e41c60a53abb4e56600c023909d5,935,1210,110,74,110,1022,0
102,page-102.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
103,page-103.png,255721,d63683701ef505da724c735380b4d4115092259564818e3d568a5e069ee0c8cb,935,1210,110,175,109,60,0
104,page-104.png,276048,89934a4e01b8169294c1546e12d16a5d40eec995507fe41314d90b9a63a2f9e2,935,1210,110,74,109,83,0
105,page-105.png,349054,2e25e1f10da5836b359983d25815d0fb45d53e9a0a3f60d796b19dd13ef30b53,935,1210,109,74,110,86,0
106,page-106.png,278813,e26586060cce7f763ff28714f70699066ca18d52f4d72beb46bc131b4637e4f2,935,1210,109,74,109,84,0
107,page-107.png,259551,62e08ebf6df652d9a72451eceeb6191ec3e8e46a5591b20ef179f6cb931e11b3,935,1210,109,74,109,84,0
108,page-108.png,133225,1e2312fe1d696163e94d6734bebdc81b2746e6a9150c670c389eb20fe698e7da,935,1210,109,74,110,644,0
109,page-109.png,216304,d7aedccfcf392b8148961d5463145b4447338159a1c69dd7023acddf51f360e4,935,1210,110,175,109,60,0
110,page-110.png,275063,28ddf2aa85353b6d84a683fdda1309d3c8c6d26d5e853215c107768383091a78,935,1210,109,74,109,87,0
111,page-111.png,265936,8767b525da39b5e22df8d55fa5375b413d40507b9f05ce6a2176da3ee48982f8,935,1210,110,74,109,82,0
112,page-112.png,296786,09adc066959018adfdd4da419acaa8e6a28dc0495d4ffe9cbcb0fbe57b27ba23,935,1210,110,74,109,87,0
113,page-113.png,250266,82948fc596e2430f6a4d0f4c5d4031ce8cc5c7651d1b1a28c901e25e6128d082,935,1210,110,74,109,81,0
114,page-114.png,310780,ee7562064c002bc0b3888270dd2d380a9cc4ad2c160aa6222fe504883abdde9c,935,1210,110,74,109,84,0
115,page-115.png,183824,0f6e7862287b96d70dcd8925c9860dd2bfccc24daa66189d44b2b6e9caa64523,935,1210,110,74,110,338,0
116,page-116.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
117,page-117.png,250474,1a89be5ad8d544c469711483b75aaf27d23a1b1be8961564588a21c0464b9232,935,1210,110,175,109,61,0
118,page-118.png,327287,7fece2a5e0a42223fc0530d4ec09fec27a7769585e484e4815c0c8d51541aa9e,935,1210,109,74,109,84,0
119,page-119.png,303804,1f0d2fa94b058723b42a07e5c5cca71ee75c2c744150ca164d9f4db55227919d,935,1210,110,74,109,84,0
120,page-120.png,281626,3a5b3de30384c101a1d115efb674f153012ac09515b808818cf48aba2decfe64,935,1210,110,74,109,84,0
121,page-121.png,285572,5de53ae4ef91561e5251e040a153563e6afaba4c464f74396f8850d4159fbdb5,935,1210,109,74,109,84,0
122,page-122.png,314756,1a56c0ea50371008da181bba6068abf68281d8b488b7784b5baa9bd6b2e9f857,935,1210,109,74,109,83,0
123,page-123.png,287445,584387d1d39f43a9e231312d74d8ff5df4c04d49343c8d97704b9fe4d0de8702,935,1210,110,74,109,87,0
124,page-124.png,257182,face06c0514694a4010f22933619512e62e3de4933ff40624accd119856aa681,935,1210,109,74,109,84,0
125,page-125.png,293868,a821163debb7633ec57351986d44f6bd4d4377fdf2986777285f20714c4bc0f7,935,1210,109,72,109,83,0
126,page-126.png,113499,291ad6f47f9b0be2d7c8783d0e333ac092b9e0f188578a949a91de4320d9faef,935,1210,110,74,109,745,0
127,page-127.png,168931,16be96eb69ce16934c5509c3106933727a1e9971863dfa06aa60da2566a38301,935,1210,109,175,110,61,0
128,page-128.png,303161,779d5bac93b8c2f71a3871b4ae769f74e06d031daae4bea02f638aa3481f45c3,935,1210,110,74,109,84,0
129,page-129.png,313327,eb1a3464bfcfd2e1b83f6a42d6d802a131f5ea5a906652154479ac2a2ffdaa8a,935,1210,110,74,109,82,0
130,page-130.png,265695,dc0219ddd16b1e2c2c464f1159624bf1dcdc9b2723d95f5492d61eaae508dc6d,935,1210,110,74,110,84,0
131,page-131.png,264177,447bbb76ca8d4d5f87ab0b1857131e4b892606225adfc9b441235fb354481049,935,1210,110,74,110,83,0
132,page-132.png,262655,f1adc139372e702227a619168327e4ebefa2275dcaa9312c5acb0861a6c89be2,935,1210,109,74,109,83,0
133,page-133.png,253419,934bc5cb59abebb2bb45934790b06dcfbe2a4480fc253571971316ff98ababa7,935,1210,110,74,109,84,0
134,page-134.png,248739,9a122e16e7ae69776073512d6cace39b83b11716b3894105ddc57d7da15ad8ad,935,1210,110,74,110,83,0
135,page-135.png,232535,95eb6902d816f170168ca3cd81ba478afbedb005ddce742ab168578c4587a1b7,935,1210,110,74,109,84,0
136,page-136.png,262691,e2d6e68bc3f2f61ac8b19b7b7cecc3b6b663ebdafdb86c4ec051c6d9e96a6342,935,1210,110,74,109,87,0
137,page-137.png,236956,e7378ae74f4c263409b16fd22f4fcd9c4760c4c604361b5808687812add476ef,935,1210,110,74,109,139,0
138,page-138.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
139,page-139.png,223965,a1d719fc435f0c48fadf79a5433c4307b63b7f7c14f9a25406715bf0540dcaf0,935,1210,110,175,109,60,0
140,page-140.png,256741,8dd0fef2da934ecb6928990b4a1308dd90491cabe07f41b9a1a4519cb941ea59,935,1210,110,74,110,84,0
141,page-141.png,254237,739b20e7c1773acf9055ba218a35cb8938dcb8d060df6899c5aa0f1b831bf968,935,1210,110,74,109,87,0
142,page-142.png,285960,53e333f0e78d62bba4c8fbc7bdadb2a91e4c7b5f458c21a40afd45e43323b153,935,1210,109,74,109,84,0
143,page-143.png,260688,af7f90868a47b03b824caf52c10c34e76a5736f750c9e936ef3b6c2534362545,935,1210,109,74,93,84,0
144,page-144.png,231334,3e960cef49386e26805581590cab5cf20633fdf4ac77195925fdb836491b6719,935,1210,110,74,110,84,0
145,page-145.png,267922,8fa9c5bcceb41d8178445aa56943340c6d317b61aabdc3fe47a68227cb3dea01,935,1210,110,74,109,83,0
146,page-146.png,296091,63c8606709580211e5f893142ba82e9dc5ddbbf4eac9aa05637de0ecf2e51648,935,1210,109,74,109,83,0
147,page-147.png,266444,4a0d9f4583ea77cd10c3fa6a37336a8241d84ba0713a3409425a323706298fa9,935,1210,110,74,109,297,0
148,page-148.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
149,page-149.png,256436,d72d9f2c671afc41e2a6586d59e7ecff0d090770d3988fb5bcf6fe9cc0607e4b,935,1210,110,175,109,60,0
150,page-150.png,301994,613bbf5867801cc7b4d6280207a94e3519f8a6b18d3dd5063a941019d016e478,935,1210,110,74,107,84,0
151,page-151.png,300135,bffe3a439d597fc523b393f2cb6c6c0e543a99764cecf2ac108c37fb9c20211d,935,1210,110,74,109,87,0
152,page-152.png,214702,d203c59771675245534b2055e2c4244c811b5279e6e00260fa4d05d60adb2b5b,935,1210,110,74,109,84,0
153,page-153.png,229507,b2197b8b6ef56a133337e8ee38bcb2c6e4c5224f9d78f3021d4c124e28898534,935,1210,110,74,109,83,0
154,page-154.png,227799,1e3bc7e8a7b271a5f1152257d529f1309eae100f0f06d595718970a86c51622d,935,1210,110,74,110,84,0
155,page-155.png,295765,1f5f050587a9bf867cfb33b0013b608a1216b9e1da7465b448855b18336c6570,935,1210,110,74,109,84,0
156,page-156.png,237404,f6410500c6e22e4a63dd5fef8e80abdeb34192c6731dc2a13be6aa47ec8d04bb,935,1210,109,74,110,84,0
157,page-157.png,236822,1a9b2014a326b91f243a519056a53388e6b897e95a794944aea09a2b7ba1092f,935,1210,110,74,109,84,0
158,page-158.png,281341,46fc1ceff55dccf560d217ecaeb15d5c40f2020fcab368fa33e7e7f03b15cda5,935,1210,110,74,109,84,0
159,page-159.png,279063,1e582155b308b2575d717f6c763c5ae46b86cef56e5149b720d6b861fa985889,935,1210,110,74,109,84,0
160,page-160.png,255969,2837ee423f90bf93db7d632ef956add993232b7c78a487cadb0bb52af8dd8061,935,1210,109,74,109,83,0
161,page-161.png,218027,6f7541712fdba541821fcb254aa4d939b7819fd4fcaccb45f7fc4818da2f87ae,935,1210,110,74,109,95,0
162,page-162.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
163,page-163.png,227232,66b2a706943b21cd5f938b2148c1bfef2dec5c7b9b6c8388f3a70557aee3df10,935,1210,109,175,109,60,0
164,page-164.png,314465,d2090cb9fe990b959c7284ffe8c3ca058d11d862329f304ca798df5fe44ee00d,935,1210,109,74,109,84,0
165,page-165.png,308606,42aa409e775032d5772a8cd95014959a257338c5e3a1ab8e5a1b93c642410987,935,1210,110,74,109,151,0
166,page-166.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
167,page-167.png,287855,aea74cb820f7420c8123c42b60d766b466d375979d37238e3f388cdcd8f875af,935,1210,109,175,109,60,0
168,page-168.png,258696,d51d7af2e6a28f4dab903c3396115a91dad30f652304c7b245d27b74bb0b9e2e,935,1210,110,74,109,83,0
169,page-169.png,270266,cea49601c7363c1f297976e8b14e93dbb39239b0b6f1bc36a7a5ad9b80cbbe0a,935,1210,109,74,109,84,0
170,page-170.png,275277,51664d4f3988754a7f76c332a4cb626c9abe6a456eab1e479b6e5e5f405c2396,935,1210,110,74,109,84,0
171,page-171.png,289699,800743ac28a6b8151f07fb8ecda580fd63ef360d30d099b4f3beda40b3b23c77,935,1210,110,74,110,84,0
172,page-172.png,281245,778ed6624f742fd41dce8435ccb867171688d2165ee0f9b1d4fc513c89fa0a22,935,1210,110,74,109,84,0
173,page-173.png,367730,2513326ca1da8ae418d1915d1de6bc7bc379562b644c1e738a826d14a9567775,935,1210,109,74,109,84,0
174,page-174.png,199884,f27b9467a165ed1b584dd79e6f70a7e1a2215a564bebf06b69a2f7f5383a24d7,935,1210,110,74,109,492,0
175,page-175.png,207116,059d13ed5322561dca62c52df6325acbe359a861e9f495b2f02298138e4ba9e0,935,1210,110,175,109,60,0
176,page-176.png,231098,1a31b9034f6d37c21a422ba0de7b0c654a28c61b320fee666940d0b56595f161,935,1210,109,74,109,84,0
177,page-177.png,303750,ee3ca84a340ba3f5f195227de03b3da9702775e1ca5e4a43ee69aa1225b3933f,935,1210,109,74,109,84,0
178,page-178.png,260536,916e5fdea79d0daf5d86af90fb6dd706805f93bf52847cfb4db2983af50db533,935,1210,109,74,109,84,0
179,page-179.png,222875,658e8ca7ec7a630170e87a5e905297d867e2125e3ae2319a563b88a990dd3c4d,935,1210,110,74,109,357,0
180,page-180.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
181,page-181.png,246385,d6af429a5609ab3a03d5d3f65737241893c29ff5356a019bf04e1461975c1bae,935,1210,110,175,109,60,0
182,page-182.png,283820,55c6b85ef9a981d34150840d07f6c30df5cad1581e59dd19980aa7a7c54b9035,935,1210,110,74,109,84,0
183,page-183.png,267799,a5496205d3ae048352907990d82095963382de713718fb364a3ead61bf3d2e63,935,1210,110,74,109,84,0
184,page-184.png,345472,e07708a1e001e809614719b12d2723d109b6a09e07afc3188b02df83557b56ff,935,1210,109,74,109,83,0
185,page-185.png,274438,02a1f4e1623c704f7f3dc3b50b26498b33f97d4d55cf8df3d4fdc9b7a3c0b3a5,935,1210,110,74,109,84,0
186,page-186.png,157124,082c5a5f87550da5d242006f92f38e9a9e56a3afa742afdb3d620bdf1cf3c4e5,935,1210,110,74,109,87,0
187,page-187.png,274328,e2e74cc4d8a7c4363fb220e32971fadf8348d5435a65aef55797ce30532ac05d,935,1210,110,74,109,83,0
188,page-188.png,280445,94aacb74cddcc7d704accf916da77ebc1d6441873c93b125e10eb76ad4c7527b,935,1210,109,74,109,82,0
189,page-189.png,255199,b74b3edd75b94b2ee3ae8860bd07fcbd81f46d2d21bfcaa69875b9e29b2e1b68,935,1210,109,74,110,84,0
190,page-190.png,288585,5491f774a1fbb4fe4c4d380c5b5000c1af9c281f8a678f660a2f74431d78fbeb,935,1210,109,74,107,87,0
191,page-191.png,206038,ff132518363688c8d9009411feaf8763dce07f4cb6ed801e441df11a0ee6456e,935,1210,110,74,109,97,0
192,page-192.png,5069,a661ea84d1a7854b4f3122f407cfa8848d51cc4c6c1a7a02d489a13a70e2fca4,935,1210,,,,,0
193,page-193.png,259046,68af8e31c9d151f9614309c43b112f11b2e6ffb357afacf401084611ddfa8f6a,935,1210,109,175,109,60,0
194,page-194.png,298643,f986ce01b8075c650893bb4dd90224721e06e1b73faa0af4b507fee8aee7a1e2,935,1210,109,74,109,84,0
195,page-195.png,292681,689132626b28fbaf04d48e4cb2cdc9cf39ec167e87d736541fac8a4c5e9aef13,935,1210,109,74,78,84,0
196,page-196.png,237336,f9cccba2090d6e818d36930961f2b5b8959d4df54042d3a386472a2930f0ee8c,935,1210,110,74,89,83,0
197,page-197.png,218226,598a4f4cf40fb1c024f30861da81879eeb57761de37d2e42f988410fee2ce09a,935,1210,109,74,106,84,0
198,page-198.png,250974,faaab1b2d56ce34b1fe1cd9e28713073b86d44e05f89c987f79012d7d7a059fb,935,1210,110,74,107,84,0
199,page-199.png,246086,9bd1744ea3809a37a9f4c59e44d4aff30076d725a9347765fe1973515403e5a1,935,1210,110,74,109,86,0
200,page-200.png,253655,7a4b0ef0e05ed0c07273f864a1ab2749966f254e6db4c55264c12b5b365430e9,935,1210,110,74,109,84,0
201,page-201.png,259104,2de0bdc67eab6b0bcacbd4f2b215836ea66ae14c4a3fbe238a005158321d1337,935,1210,109,74,109,84,0
